cmt,exp,time,z,VWCLAYER,TLAYER
black_spruce,burn_1990,2022-01-01,0.4,0.329060308412564,0.3499919496563901
black_spruce,burn_1990,2022-01-01,0.4,0.329060308412564,0.3503307464167502
black_spruce,burn_1990,2022-01-01,0.4,0.329060308412564,0.34997651836821886
black_spruce,burn_1990,2022-01-01,0.4,0.3290391794937605,0.35034734735375395
black_spruce,burn_1990,2022-01-01,0.4,0.3290391794937605,0.3499919496563901
black_spruce,burn_1990,2022-01-01,0.4,0.3290391794937605,0.3503307464167502
black_spruce,burn_1990,2022-01-01,0.4,0.3290391794937605,0.34997651836821886
black_spruce,burn_1990,2022-01-01,0.4,0.3290612707784215,0.35034734735375395
black_spruce,burn_1990,2022-01-01,0.4,0.3290612707784215,0.3499919496563901
black_spruce,burn_1990,2022-01-01,0.4,0.3290612707784215,0.3503307464167502
black_spruce,burn_1990,2022-01-01,0.4,0.3290612707784215,0.34997651836821886
black_spruce,burn_1990,2022-01-03,0.4,0.31580873610591853,2.1734426585923554
black_spruce,burn_1990,2022-01-03,0.4,0.31580873610591853,2.1728402435439356
black_spruce,burn_1990,2022-01-03,0.4,0.31580873610591853,2.1734145192590306
black_spruce,burn_1990,2022-01-03,0.4,0.31580873610591853,2.17281408681788
black_spruce,burn_1990,2022-01-03,0.4,0.3158217740341307,2.1734426585923554
black_spruce,burn_1990,2022-01-03,0.4,0.3158217740341307,2.1728402435439356
black_spruce,burn_1990,2022-01-03,0.4,0.3158217740341307,2.1734145192590306
black_spruce,burn_1990,2022-01-03,0.4,0.3158217740341307,2.17281408681788
black_spruce,burn_1990,2022-01-03,0.4,0.3158093451189384,2.1734426585923554
black_spruce,burn_1990,2022-01-03,0.4,0.3158093451189384,2.1728402435439356
black_spruce,burn_1990,2022-01-03,0.4,0.3158093451189384,2.1734145192590306
black_spruce,burn_1990,2022-01-03,0.4,0.3158093451189384,2.17281408681788
black_spruce,burn_1990,2022-01-03,0.4,0.3158223401380444,2.1734426585923554
black_spruce,burn_1990,2022-01-03,0.4,0.3158223401380444,2.1728402435439356
black_spruce,burn_1990,2022-01-03,0.4,0.3158223401380444,2.1734145192590306
black_spruce,burn_1990,2022-01-03,0.4,0.3158223401380444,2.17281408681788
black_spruce,burn_1990,2023-01-01,0.4,0.3367518650203689,0.17636583327073252
black_spruce,burn_1990,2023-01-01,0.4,0.3367518650203689,0.17396088326275627
black_spruce,burn_1990,2023-01-01,0.4,0.3367518650203689,0.17624517034623532
black_spruce,burn_1990,2023-01-01,0.4,0.3367518650203689,0.17388081433031766
black_spruce,burn_1990,2023-01-01,0.4,0.33687169671127043,0.17636583327073252
black_spruce,burn_1990,2023-01-01,0.4,0.33687169671127043,0.17396088326275627
black_spruce,burn_1990,2023-01-01,0.4,0.33687169671127043,0.17624517034623532
black_spruce,burn_1990,2023-01-01,0.4,0.33687169671127043,0.17388081433031766
black_spruce,burn_1990,2023-01-01,0.4,0.3367578773042932,0.17636583327073252
black_spruce,burn_1990,2023-01-01,0.4,0.3367578773042932,0.17396088326275627
black_spruce,burn_1990,2023-01-01,0.4,0.3367578773042932,0.17624517034623532
black_spruce,burn_1990,2023-01-01,0.4,0.3367578773042932,0.17388081433031766
black_spruce,burn_1990,2023-01-01,0.4,0.33687568631418563,0.17636583327073252
black_spruce,burn_1990,2023-01-01,0.4,0.33687568631418563,0.17396088326275627
black_spruce,burn_1990,2023-01-01,0.4,0.33687568631418563,0.17624517034623532
black_spruce,burn_1990,2023-01-01,0.4,0.33687568631418563,0.17388081433031766
black_spruce,burn_1990,2023-01-03,0.4,0.29511389454887704,2.3829956529034155
black_spruce,burn_1990,2023-01-03,0.4,0.29511389454887704,2.377833501381846
black_spruce,burn_1990,2023-01-03,0.4,0.29511389454887704,2.3827366536322354
black_spruce,burn_1990,2023-01-03,0.4,0.29511389454887704,2.3776616358711093
